"mz","intensity","rt"
276.3029,10747,465
276.9369,108912,493
277.0631,82909,435
277.1083,57803,346
277.1448,9398574,587
277.1452,496797,810
277.1631,24588,763
277.172,45842,493
277.1843,7848919,660
277.2176,7081218,912
277.2177,566219,744
277.2783,344665,595
277.318,165929,664
277.3518,100083,892
277.4065,41857,640
278.0884,69651,276
278.1411,11354,421
278.1482,1350743,594
278.1484,38551,808
278.1765,53003,925
278.176,15104,411
278.1878,833737,664
278.2207,1661468,919
279.01,191651,725
279.0664,120350,491
279.0871,108957,411
279.1025,27261,726
279.103,16088,505
279.1242,70222,316
279.1269,436826,518
279.1396,943939,555
279.1409,246525,661
279.1639,45966013,694
279.183,208650,665
279.2332,31883232,988
279.2333,452844,784
279.241,6668389,992
279.2981,1767632,701
279.3679,1809151,988
279.426,976609,712
279.494,476829,988
279.5447,176092,728
279.6146,92133,949
279.918,20956,502
280.062,223592,628
280.1428,110629,549
280.167,6770874,692
280.2366,10523,801
280.2366,8871514,988
280.3015,184213,722
280.3711,182859,970
280.4286,27815,724
280.4987,30235,988
281.007,82496,731
281.0078,79323,716
281.0663,25336,629
281.0816,39153,685
281.0939,13765,369
281.1024,11010,52
281.1032,11706,297
281.1188,749682,542
281.1425,468312,533
281.1397,350888,296
281.1621,2923836,699
281.1758,605801,439
281.1756,193483,633
281.2124,1012765,763
281.2487,39969166,1028
281.2491,114732,578
281.3847,3938439,1065
281.51,1301291,1065
281.6323,355370,1059
282.0899,12558,578
282.1257,106195,647
282.1215,12312,520
282.1458,73266,614
282.1463,23158,439
282.1432,25469,281
282.1649,226317,715
282.179,30578,442
282.1793,19206,657
282.216,119720,778
282.2463,630423,1077
282.2519,24173864,1065
282.3871,556191,1062
282.5156,85694,1059
283.0252,3852590,631
283.0614,47974484,594
283.0699,7129158,598
283.0729,15171,321
283.0974,20462,491
283.0978,1901935,677
283.0997,112747,538
283.1101,15346,882
283.1186,64363,300
283.1186,546180,383
283.119,69056,53
283.1287,17818,514
283.1375,58383,635
283.1555,2561509,382
283.171,84371,739
283.17,257034,892
283.162,14971,371
283.1916,1857075,600
283.1977,693826,607
283.228,2554274,779
283.2554,2109897,1065
283.2645,529411,921
283.2645,7027965,1130
283.3259,794242,599
283.3642,10836,818
283.4004,681471,1144
283.4459,97593,607
283.5277,221704,1144
284.0326,1225202,488
284.0318,747885,616
284.0644,10369427,599
284.097,112564,406
284.102,180884,687
284.122,54677,368
284.1199,13336,622
284.1293,12160,538
284.1414,166056,729
284.1583,148830,383
284.1736,32487,892
284.1962,181492,598
284.2233,675854,661
284.2318,238735,777
284.2679,5317821,1140
284.267,40528,906
284.3296,34817,598
284.4037,10027,1150
285.0405,96675,641
285.0405,3784553,467
285.0673,49403,604
285.0761,11896517,593
285.0971,74541,52
285.1165,253390,630
285.106,88127,729
285.1348,23954,52
285.1346,99733,247
285.15,477797,686
285.1501,531803,579
285.1711,238067,401
285.1714,50745,1073
285.1714,324454,523
285.1866,644876,753
285.2072,17757607,624
285.2072,328246,898
285.2221,11644,678
285.2435,1463099,782
285.2552,53708,666
285.2705,301049,1144
285.3425,589533,627
285.3808,39200,804
285.4626,10179,610
285.4732,78426,631
285.5086,12314,804
286.0439,350941,474
286.0699,11696,607
286.0801,4987818,599
286.1349,1078831,498
286.1351,10473,724
286.1539,68058,593
286.167,128154,393
286.1755,14120,538
286.1903,138087,743
286.2105,3541294,621
286.2107,477166,727
286.2107,77439,499
286.2468,695832,804
286.2478,62932,830
286.9442,286192,783
287.0565,551601,591
287.0563,3554354,361
287.0757,15517,51
287.0827,349774,598
287.1135,170650,52
287.1222,506365,569
287.1295,2312671,451
287.1503,96415,1020
287.1501,4818095,374
287.166,193553,597
287.1866,1403529,489
287.1879,743451,494
287.2029,10414,829
287.2231,541530,972
287.2228,2809484,608
287.2507,16890,804
287.2647,15421,429
287.286,12741,377
287.3583,13778,626
288.0598,306563,349
288.0664,1124828,499
288.1324,228295,450
288.1534,721805,373
288.1894,66926,515
288.226,725001,638
288.5661,43653,475
288.9408,286081,804
289.054,3583946,580
289.0705,11572,546
289.072,74252,200
289.1288,64842,52
289.1445,1487058,444
289.1668,110642,589
289.1657,5082781,392
289.1817,217675,635
289.2017,121465,475
289.2023,40758,589
289.2291,10659,621
289.281,24076,405
290.0503,751900,577
290.1483,109452,443
290.153,12776,647
290.1694,601046,398
290.1759,18280,605
290.9384,68774,807
290.9488,383795,50
291.0526,92005,575
291.0701,2691421,603
291.0796,290360,456
291.078,38312,567
291.1241,80117,361
291.146,81214,461
291.1448,20290,244
291.1605,1027656,613
291.1603,2275776,433
291.1637,437218,1147
291.1809,69440,356
291.1754,42422,634
291.1996,7221379,700
291.2975,73418,408
291.2979,10405,502
291.3381,197290,698
291.4271,31667,408
291.4681,36765,695
291.9941,83254,691
292.0732,157777,604
292.082,20439,456
292.0979,21963,708
292.1643,224754,422
292.1639,42256,616
292.1672,53448,789
292.2028,1093686,697
293.0569,29978,335
293.0618,47103,452
293.0687,32240,601
293.1147,187298,269
293.1186,195151,578
293.1085,155325,691
293.1391,1868121,741
293.1429,1241983,600
293.1394,148529,418
293.1393,150742,290
293.1429,49733,900
293.1495,78457,544
293.1625,13585,698
293.1758,661327,432
293.18,54625826,733
293.1796,205252,1052
293.1793,329675,1146
293.1909,122981987,757
293.2123,7398702,749
293.249,264481,1063
293.3194,11085658,756
293.3505,241567,773
293.4443,4364345,756
293.4817,20990,774
293.5709,1717712,756
293.9914,51275,691
294.0092,570190,522
294.0654,403853,455
294.1,7497736,693
294.1176,20465,269
294.1429,226536,746
294.1453,79395,594
294.183,55303165,756
294.1963,901776,763
294.2157,1905194,759
294.2377,18766,693
294.2524,17197,1067
294.3218,1401854,756
294.4532,249272,757
295.0134,38944,512
295.083,71360,358
295.1028,1022735,689
295.0962,56946,481
295.1193,16898,52
295.1221,41710,389
295.1342,3561496,608
295.1551,1674108,322
295.1586,490016,646
295.1784,20206925,756
295.1913,251231,633
295.2272,5073967,768
295.2284,26399832,783
295.2648,1381760,1113
295.2946,14148,307
295.3153,12092,760
295.3667,1400125,802
295.4974,495456,800
295.62,94844,820
296.0067,307121,521
296.0451,29143,313
296.0489,921645,769
296.0722,45091,772
296.0941,12362,321
296.1377,786721,630
296.1508,10675,451
296.1586,140046,322
296.162,62172,632
296.1807,1621725,756
296.1879,14528,554
296.2242,13166,570
296.2316,4608760,788
296.2682,81346,1113
296.3699,180630,815
296.978,1001888,520
297.0111,10693,512
297.0219,20543,387
297.0411,21873,564
297.0402,30286,362
297.051,100509,752
297.0777,38073,465
297.077,80821,742
297.0985,50779,52
297.114,43990,413
297.098,20985,309
297.1345,57003,296
297.1351,12120,402
297.1423,17844,602
297.1483,981747,428
297.1531,2765166,660
297.1705,1254381,427
297.1863,500894,729
297.2072,1938766,625
297.2347,555257,740
297.2439,28625003,816
297.2801,207272,1176
297.2922,57541,685
297.3827,1348918,809
297.5068,97474,866
297.5071,67597,740
297.514,650045,801
297.6375,192225,792
297.9818,27564,555
298.0041,11503,512
298.0474,385496,624
298.0466,242488,740
298.0484,1642080,618
298.1564,660077,673
298.1517,13692,432
298.1579,192270,683
298.1739,72074,427
298.1892,106976,692
298.1897,52447,822
298.2023,21019,454
298.2103,325554,617
298.2471,9968817,798
298.2757,1279908,960
298.386,202598,799
298.5184,14101,866
298.9433,159920,445
299.0199,32434,508
299.0562,9444079,488
299.0558,12834946,612
299.0673,44808,350
299.0577,2348755,594
299.058,174645,474
299.0927,897813,467
299.093,675805,671
299.1145,64873,439
299.1139,112196,52
299.1138,37182,210
299.1325,44160,652
299.1289,116795,766
299.1294,10692,451
299.1525,112194,664
299.1502,85226,275
299.1495,84372,431
299.1656,561344,847
299.1661,6046271,614
299.1862,1636790,583
299.1866,1194381,456
299.1866,673488,1082
299.2019,19138488,791
299.2025,29951183,861
299.2229,2691001,700
299.2228,2225792,953
299.2512,989518,801
299.2594,23705445,825
299.2787,40373,961
299.3049,38718,616
299.3283,30211,482
299.341,2240000,852
299.3625,64409,677
299.3987,977272,825
299.4378,14607,612
299.4671,151357,863
299.4721,515297,858
299.5306,178226,825
299.5978,210979,859
300.04,276222,500
300.0596,1195781,489
300.0597,2217448,611
300.0963,74156,677
300.0964,78837,464
300.1571,173175,572
300.1524,11248,240
300.1692,958648,612
300.1693,86839,841
300.1904,170506,580
300.1894,95249,436
300.1901,89386,1103
300.2057,16975552,839
300.2268,1367676,683
300.2265,185915,965
300.2563,11444,874
300.263,4723465,823
300.3441,299286,855
300.477,23338,865
300.6595,51373,573
301.0358,1692100,438
301.0629,99310,612
301.0718,307777,498
301.0724,22979,334
301.1094,1945747,872
301.1091,53846,459
301.1226,335408,739
301.1225,29589,558
301.1295,110447,52
301.1449,345071,464
301.145,104034,611
301.1291,72157,261
301.1654,5938309,425
301.166,63499,1074
301.1811,543973,660
301.2016,290307,536
301.2023,352469,411
301.2173,11259197,910
301.2384,3619815,1045
301.2382,167429,675
301.2497,22388,873
301.2656,326719,825
301.3054,57264,436
301.3577,410043,926
301.4898,149479,950
301.6144,51013,951
302.041,315006,456
302.0754,44378,478
302.1127,221189,872
302.1163,12224,354
302.1272,47724,748
302.1309,60935,634
302.1614,35159,313
302.1483,12229,641
302.1692,955627,430
302.1844,12212,742
302.2056,12902,431
302.2046,10474,554
302.212,10329,865
302.2211,3566165,916
302.242,202499,1044
302.3611,58958,951
302.4924,19989,951
303.051,495034,305
303.0667,37135,445
303.108,60817,52
303.1252,2366636,366
303.1239,554210,475
303.1442,211272,379
303.1601,124090,609
303.1616,303444,438
303.181,1555181,439
303.1978,179490,735
303.2178,407156,550
303.2177,474363,386
303.2243,138136,923
303.2334,3506861,974
303.265,27902,354
304.0649,1317952,466
304.1277,264743,383
304.1643,14203,422
304.1852,121800,454
304.1925,22099,612
304.2036,26765,792
304.2211,14525,561
304.2219,18012,389
304.2364,442563,975
305.0217,12483,721
305.0816,67207,561
305.0943,38438,551
305.1189,197932,568
305.1399,33358,347
305.1398,88931,477
305.1761,132356,469
305.1603,583974,291
305.1767,316479,619
305.1971,470657,396
305.2154,4595138,739
305.2436,30435,1003
305.249,298336,1036
305.357,96899,732
306.0702,20114,467
306.0885,61360,807
306.0953,16016,52
306.0898,10576,418
306.1137,62712,703
306.1641,44219,276
306.1793,13153,464
306.2079,6525775,561
306.2081,518128,699
306.208,48333,1033
306.219,688178,734
306.2523,46493,1056
306.3484,81093,588
307.0357,31112,627
307.0284,31660,325
307.0621,41880,560
307.0728,26753,716
307.0981,416755,631
307.13,591605,534
307.1554,309211,390
307.1584,1244530,627
307.1762,84719,252
307.1949,5954120,765
307.1918,1291055,618
307.192,325095,493
307.2101,919568,561
307.2142,271164,730
307.2279,41029,969
307.2287,12271,667
307.2282,12354,776
307.2644,2768692,1085
307.3016,17120,937
307.3354,300929,807
307.3377,289725,805
307.4062,36468,1098
307.4705,98390,804
307.5385,11719,1098
307.5951,29614,805
308.1341,59307,546
308.1587,17118,333
308.1621,318400,668
308.1984,1304794,791
308.1953,160348,638
308.2229,69042,820
308.2678,639176,1096
308.3391,39589,805
309.0514,10488,336
309.0886,945106,481
309.114,155860,469
309.1504,276076,613
309.1729,478460,544
309.1704,65365,337
309.1752,89829200,694
309.207,3323894,673
309.2436,306546,826
309.2437,11735,1028
309.2716,21536,1098
309.2801,1007601,1152
309.3167,45906,1037
309.3177,10263771,717
309.3487,89412,690
309.4468,3612736,718
309.5767,1645680,717
310.0928,26044,477
310.1216,50728,646
310.1776,53620549,718
310.2105,565873,679
310.2376,26299,711
310.283,56532,1153
310.3195,1564368,717
310.4524,526776,717
310.5721,16650,705
310.9897,16945,627
311.0563,5353698,489
311.0776,207353,347
311.0824,15490,540
311.114,48643,52
311.1307,53393,745
311.1297,768218,464
311.1503,188861,311
311.1501,626171,419
311.1671,1591966,657
311.1689,35716044,705
311.1865,4943807,474
311.2024,61849,891
311.223,4981455,656
311.2595,523578,878
311.2959,11731,993
311.311,1268447,709
311.4459,406854,702
312.0596,642194,489
312.0741,785382,631
312.1261,40589,438
312.1326,50653,468
312.1541,14657,420
312.153,15928,294
312.1566,14870,602
312.1723,6779028,706
312.19,640647,470
312.2262,681873,653
312.2539,4707722,732
312.2543,12413,1023
312.2625,34684,931
312.3147,64119,713
312.9715,6714485,793
312.9731,288442,457
313.0356,464283,428
313.0352,156335,610
313.0718,27928715,607
313.0801,6782117,623
313.1107,4812697,633
313.1122,164390,770
313.1313,34372,243
313.1298,71814,53
313.1223,17638,814
313.1451,10508791,486
313.1452,1328266,366
313.1652,508045,471
313.1493,175002,267
313.1686,1765051,709
313.1813,53425625,676
313.2021,19537,1107
313.2026,670259,603
313.2017,1774536,480
313.2016,41456,743
313.237,1824810,640
313.2374,414805,855
313.2368,117642,942
313.2386,6512255,704
313.2387,919370,946
313.2749,1389517,862
313.2872,145155,486
313.3234,1558702,685
313.3425,217204,623
313.3502,356060,634
313.3811,151359,820
313.3811,382756,721
313.4222,22742,486
313.4583,480284,687
313.4763,80814,623
313.5175,10614,820
313.5167,36040,723
313.5862,69281,695
313.974,835363,791
314.0426,80019,505
314.0753,5586419,610
314.1148,1473409,616
314.1486,1717834,480
314.1703,66015,701
314.1697,11825,477
314.1844,12342315,685
314.1971,178325,450
314.1986,226545,471
314.2169,42429,628
314.2419,2143092,703
314.2421,259911,931
314.2518,46772,663
314.2783,113105,865
314.3272,105202,694
314.3542,37795,623
314.4614,19229,695
314.9682,6586956,791
315.0513,1432799,481
315.0561,195750,752
315.078,951937,628
315.0879,193639,622
315.0888,11772,490
315.1101,426828,613
315.1123,174536,791
315.125,216963,327
315.127,11455,518
315.1457,107038,269
315.1451,75076,53
315.1609,731634,528
315.1608,77267,796
315.1814,26070199,468
315.1815,1327205,1081
315.1969,14136404,676
315.2179,1336581,574
315.2185,3118083,711
315.2174,185326,787
315.2449,591570,719
315.2454,117409,820
315.2542,580332,1081
315.2542,33844182,691
315.303,12628,493
315.3245,1482930,468
315.3389,584754,662
315.3976,1129819,690
315.4601,480913,472
315.4756,326729,663
315.5324,305639,696
315.6021,42473,702
315.602,22681,605
315.971,819872,791
316.0549,85150,507
316.0677,10225,718
316.0804,10774,628
316.1131,30557,640
316.1638,183242,507
316.1846,6562596,464
316.1856,101720,1092
316.2003,3497584,662
316.2216,213017,585
316.2574,7489154,694
316.3282,34383,466
316.344,55093,697
316.4793,28520,701
316.4791,12173,605
316.9079,11454,364
316.9078,30684,757
316.9486,156186,50
316.9653,2202309,791
317.0308,49528,238
317.0671,1165371,387
317.0672,622081,524
317.0904,33907,52
317.0824,222928,507
317.105,19849,304
317.1079,24557,792
317.1247,237759,253
317.1252,74777,52
317.1257,40330,439
317.1401,378629,489
317.1557,12390,851
317.1621,828708,436
317.1763,856572,637
317.1946,2195614,487
317.2061,615247,693
317.2128,2605926,701
317.2329,192942,752
317.2333,84985,636
317.2601,405841,690
317.3551,13468,740
317.493,11462,748
317.9689,259005,757
318.0703,33141,394
318.0715,57028,555
318.1429,16353,489
318.1794,134455,641
318.1793,12438,459
318.1929,111666,256
318.2,208987,498
318.2158,571424,693
318.9045,46552,757
318.9052,48129,364
318.9626,132372,791
318.98,112183,533
319.0948,15020,670
319.1371,166673,689
319.1558,120818,581
319.1557,26129,325
319.1763,1478404,365
319.1709,43479,889
319.1667,15534,599
319.1919,212693,535
319.1925,36560,710
319.1963,38260,1157
319.2128,297562,387
319.2264,316670,693
319.2307,2533738,778
319.3749,31873,773
320.1406,10489,670
320.1593,10700,378
320.1804,28312,377
320.1881,778522,629
320.2234,37342,1026
320.2337,547554,774
321.0776,33988,464
321.0952,40059,609
321.1,12670,530
321.1356,61173,464
321.135,17286,295
321.1353,12954,52
321.156,35263,228
321.1742,3171308,681
321.1711,473815,482
321.192,190181,290
321.2069,209333,600
321.211,537498,1037
321.2111,1282509,1150
321.2108,18730604,806
321.2191,3948648,640
321.2436,639832,877
321.2438,440966,697
321.2794,40975,806
321.3554,3578979,846
321.3645,20073,652
321.4912,1339005,847
321.621,255956,847
322.1461,172479,519
322.1742,12639,465
322.178,283519,684
322.2138,21963511,843
322.2142,64586,1051
322.2145,150559,1146
322.2102,80416,549
322.224,990829,660
322.248,17883,671
322.359,281241,847
322.4959,50446,845
323.0563,371228,511
323.1144,14613,407
323.1293,6214321,526
323.1296,320126,630
323.1498,20997,295
323.1541,3270652,665
323.1555,133676,868
323.1718,201070,684
323.1865,207998,469
323.1902,10425020,754
323.2101,6188900,846
323.2097,15332,1147
323.2232,3966805,713
323.223,311646,846
323.2229,34474,579
323.2598,593437,861
323.2597,61017,1056
323.2739,130675,552
323.2706,10487,879
323.3345,160261,784
323.3326,23265,1074
323.4112,10664,575
323.4712,124340,799
324.0598,26659,511
324.1324,1367493,549
324.1574,171555,695
324.1933,1710032,768
324.212,405522,847
324.2182,13090,495
324.2265,550334,720
324.2267,38014,809
324.2629,44647,923
324.9744,28392,608
325.0155,50352,727
325.0542,24790,684
325.0682,19074,699
325.0834,163372,339
325.0927,13597,214
325.1089,314891,399
325.1272,13326,53
325.1452,1793770,473
325.1448,17456626,646
325.1533,86558,868
325.166,158876,385
325.1693,1402261,652
325.1845,12990002,724
325.2022,28677456,514
325.2023,1804600,625
325.2184,63981,996
325.2104,26407,543
325.2386,1648648,986
325.2384,439301,781
325.2387,1425701,584
325.2751,1588152,935
325.2899,288015,656
325.3297,1764011,749
325.3472,736460,514
325.4277,85481,646
325.4673,514074,738
325.4855,151048,515
325.5965,55824,751
326.0346,360837,903
326.0348,21263,728
326.0718,331552,768
326.0894,47980,666
326.1481,3323911,647
326.1484,120777,480
326.1723,48018,661
326.1881,8154847,743
326.2055,5658110,514
326.2414,198522,989
326.2418,162073,579
326.2425,79653,724
326.2705,1515072,789
326.2792,181266,958
326.2884,12579,577
326.333,101706,749
327.013,32336,727
327.038,50535,830
327.0513,537692,504
327.0635,40288,211
327.0627,31659,52
327.0627,29612,782
327.0874,16169,454
327.0876,528712,681
327.1075,45826,52
327.124,341045,740
327.124,557311,601
327.1242,351083,362
327.1386,34881,505
327.1532,223377,648
327.1446,18613,266
327.161,473616,517
327.1605,844145,626
327.1835,2922402,750
327.1815,204834,493
327.1821,33033,382
327.2179,1338524,568
327.2185,309479,1097
327.2339,439287,917
327.2287,59679,424
327.2278,23193,563
327.2544,7568255,1023
327.2538,328354,609
327.2544,7796385,789
327.271,65887,789
327.2907,4519824,918
327.4007,205254,777
327.4011,12326,998
327.4353,12436,923
327.5381,15686,779
328.0313,88982,830
328.0548,42176,505
328.0565,71394,782
328.0591,3759209,619
328.061,530481,753
328.0871,16793,1019
328.0914,31527,687
328.1282,15584,378
328.1641,51075,637
328.1849,141524,749
328.2061,57321,624
328.2153,914854,534
328.2212,108423,677
328.2216,12480,1131
328.2577,1839011,779
328.2576,1070734,1027
328.2571,71138,609
328.2944,491885,926
329.0358,12942,830
329.0667,2389407,538
329.0854,12172065,606
329.103,3502949,595
329.1041,40626,379
329.1245,66572,52
329.1399,961778,420
329.1411,120931,325
329.1404,105141,523
329.156,127817,806
329.1762,20494862,528
329.1764,1797314,744
329.1967,20241226,511
329.1978,57774,1111
329.1911,372964,921
329.2131,51212,743
329.2129,48481,536
329.2334,2376544,567
329.2537,147782,995
329.27,836015,1143
329.2665,113698,779
329.3216,619051,503
329.3434,327070,505
329.3715,108108,580
329.4573,45275,480
329.4609,123138,495
329.4821,19699,504
329.5901,13661,479
329.9604,1117212,757
330.0332,114283,550
330.0702,400154,514
330.0703,36751,626
330.0898,2181692,605
330.1257,307205,789
330.1077,28714,621
330.1428,126903,424
330.1583,15758,803
330.1656,20538,287
330.1732,12580,584
330.1799,299746,734
330.18,3734337,509
330.2006,2062941,516
330.2371,792976,521
330.2445,368531,1068
330.2647,42481,876
330.2741,52341,1143
330.3247,21033,479
330.9626,87873,757
331.0459,510820,620
331.0299,102267,335
331.0651,24715,505
331.0825,3440572,528
331.1205,1164014,854
331.1225,913374,551
331.1281,60112,791
331.1397,56113,52
331.1409,120642,253
331.1555,73593,431
331.1717,12170,887
331.1777,6678296,485
331.1921,8232268,518
331.1922,3138333,664
331.2121,1321555,550
331.2286,2435064,789
331.2493,1982900,578
331.2492,1004315,716
331.2639,155993,1059
331.3232,97160,481
331.3383,118043,522
331.3397,61918,677
331.3747,26165,790
331.4763,12704,484
331.4786,22987,704
331.4778,23002,637
331.9563,413500,747
332.0307,72829,550
332.0494,33060,620
332.0869,389987,523
332.1238,66382,854
332.1258,25471,565
332.1404,63487,497
332.1946,2258415,504
332.1953,527292,665
332.2162,72865,552
332.2316,355248,785
332.2529,185057,594
332.2688,16679,1063
332.2809,241952,590
332.3394,20452,504
333.0009,17927,473
333.0891,14783,516
333.119,39347,52
333.1194,39043,184
333.127,63316,565
333.1348,18092,449
333.1354,29656,528
333.1503,10770,743
333.1562,22608,264
333.1584,14952,289
333.172,208110,458
333.2075,4341203,601
333.2207,1314040,845
333.2254,45121,611
333.227,52542,509
333.2569,14366,814
333.2789,1107826,1126
333.2797,22852,859
333.2843,30192,577
333.3548,88860,656
333.4943,19432,594
333.4938,14672,496
333.953,33581,747
334.0302,10358,549
334.1087,50247,401
334.1736,35761,435
334.2107,811811,595
334.2239,110985,853
334.2841,114068,1127
334.3583,10887,647
335.0115,10733,722
335.0522,44372,475
335.0533,25740,678
335.1173,79192,525
335.1497,173052,461
335.1499,143173,587
335.1904,1599059,755
335.1862,534977,482
335.208,394658,356
335.2153,109503,661
335.2171,87043,856
335.2227,4768221,587
335.2216,351512,854
335.2593,1083870,905
335.2961,20177,1170
335.3698,100178,593
335.3697,28711,489
335.5114,22823,594
336.074,221653,441
336.1833,51603,531
336.193,134183,755
336.1908,115616,467
336.2266,1191666,599
336.2267,355924,493
336.2622,210389,907
336.9897,58558,705
337.0357,123303,489
337.0578,477417,799
337.0772,26034,441
337.0927,20415,471
337.1081,432745,644
337.1151,51095,51
337.1294,176378,488
337.1671,93740,466
337.1694,310343,589
337.1683,16020,290
337.1688,45508,900
337.1899,326758,510
337.187,64558,742
337.2058,59908,1146
337.2069,112383797,811
337.2023,1049736,497
337.2058,87629,1033
337.2181,114114,990
337.2388,83505,648
337.2386,55221,768
337.2747,68749,879
337.3483,393274,1104
337.3548,6480487,811
337.4868,149316,810
337.4921,2433825,812
337.6256,776317,813
338.0625,24162,800
338.1035,1294271,786
338.1713,29241,589
338.1682,10286,408
338.2058,78037,463
338.2091,40532418,813
338.2226,45529,1021
338.2285,15465,620
338.245,3685963,243
338.2702,247657,792
338.3519,23680,1104
338.356,1064172,813
338.3936,66477,246
338.4962,222074,813
338.954,10455,603
339.0714,10546,709
339.11,697381,812
339.1245,136529,622
339.1609,145756,466
339.1855,1221117,695
339.1817,783479,421
339.2007,35175285,793
339.2059,4304765,1053
339.2175,639884,579
339.2336,2329689,998
339.2546,573215,829
339.2484,590593,239
339.2437,12008211,1023
339.2908,522903,992
339.3271,59693,1067
339.3295,19082,389
339.3487,1145947,795
339.3844,2476775,1023
339.4404,113071,918
339.4415,3860605,1022
339.4882,338732,793
339.5158,855613,1024
339.5216,79780,1038
339.58,24119,918
339.6207,11801,794
339.6533,580720,1021
340.1135,11153,874
340.1098,11055,804
340.1854,23958,478
340.1851,107674,398
340.1884,90196,667
340.2038,7670049,796
340.2134,350353,488
340.221,21958,559
340.2379,12347236,1019
340.2498,107951,422
340.2503,37158,246
340.2499,218377,652
340.2585,35698,829
340.2859,2168616,844
340.294,26174,987
340.3514,81819,793
340.3864,818642,1022
340.5231,429785,1022
340.6698,195760,1022
341.0588,74906,680
341.0664,211462,476
341.0781,65438,472
341.1036,272027,554
341.1037,44541,385
341.1037,93382,738
341.1037,10588,284
341.1098,1471775,51
341.1403,4506646,583
341.1401,371639,693
341.1613,38121,313
341.1615,31720,228
341.1758,14212,980
341.1799,114732,642
341.1808,130410,753
341.1999,1975307,795
341.1969,448651,553
341.1968,146594,424
341.2081,39695,974
341.2127,225117,784
341.2083,54145,494
341.2336,570966,597
341.2332,4135842,800
341.2483,22043,645
341.24,2971679,1022
341.2704,11594541,1012
341.27,19347005,829
341.2692,48788,635
341.2862,465043,852
341.2867,34923,1002
341.2876,22215,568
341.3066,1400182,973
341.3183,61990,917
341.3179,58709,844
341.3822,30208,818
341.3871,85100,1022
341.4192,338999,1047
341.4197,464553,830
341.5276,24836,1022
341.5597,131020,828
341.5604,81931,1050
342.0737,10283,684
342.0977,32628,718
342.1127,59959,50
342.1104,68081,498
342.1341,11528,367
342.1428,683611,603
342.1831,10173,643
342.1943,18910,798
342.1935,10661,540
342.2013,82589,750
342.2007,20270,413
342.2294,297183,551
342.2368,703656,813
342.2429,109261,1022
342.2649,454382,742
342.2734,2635250,1040
342.2733,3807038,829
342.3102,199468,974
342.4229,16559,828
343.0461,613010,411
343.0654,47473,522
343.0825,11278623,611
343.092,7591514,624
343.1194,592344,291
343.1194,143149,433
343.1343,97499,750
343.1397,60245,52
343.1555,176119,732
343.1571,70992,316
343.1558,225255,515
343.1766,71123,368
343.1921,8534057,692
343.2131,36344262,556
343.2126,572400,1097
343.2312,1051021,597
343.2491,1226166,812
343.2493,723006,632
343.2677,901193,829
343.2765,204016,1047
343.2857,579933,786
343.3407,17630,694
343.3627,1539634,563
343.5035,626238,566
343.6361,39536,579
344.0532,52401,456
344.0859,6084571,620
344.1222,25579,297
344.1614,23003,647
344.1956,1244956,690
344.2161,6031896,556
344.2167,22333,1097
344.2338,200546,610
344.2447,10021,474
344.2524,105299,821
344.2528,100439,674
344.2523,23892,586
344.2813,1596909,959
344.3651,91687,579
345.0621,102261,452
345.0881,847297,608
345.0985,10802,454
345.0995,61938,787
345.1306,11871,693
345.1344,21443,335
345.1557,715538,331
345.1499,111936,775
345.1551,44135,52
345.1521,119251,651
345.1713,1609309,529
345.1703,190958,306
345.1916,595167,557
345.1913,11324,350
345.2076,3397394,838
345.2279,1204826,575
345.245,96791,873
345.2644,50592,817
345.2844,87461,962
345.3193,53991,480
345.4629,22214,456
346.0906,26757,624
346.1259,22152,482
346.1453,1414257,852
346.1534,12386,775
346.1532,18218,651
346.1748,591440,508
346.2109,404862,840
346.2165,18267,580
346.2316,85041,587
346.2967,51812,867
346.9745,2119997,581
346.968,42830,765
347.1249,30649,608
347.1353,483695,53
347.1352,901321,217
347.1365,85671,847
347.1496,15239,477
347.1488,194484,852
347.1714,367588,344
347.1867,826083,523
347.199,82489,702
347.2067,77865,500
347.223,883705,895
347.2225,160119,625
347.2439,849861,719
347.26,69914,939
347.2593,24957,854
347.2961,99419,893
347.3354,18465,522
347.9779,76252,608
348.1347,11680,739
348.1381,17415,209
348.1757,19519,338
348.1901,187049,537
348.2265,102350,930
348.2217,10006,672
348.2268,37554,836
348.2478,30700,734
348.9399,191241,556
348.9657,43643,764
349.0271,12800,844
349.0568,86442,309
349.0699,12808,746
349.1247,1060849,666
349.1409,13496,724
349.1662,20997,330
349.1694,72194,546
349.1867,279713,341
349.2021,1473034,471
349.2056,1356514,782
349.2221,1271415,412
349.2152,25774,733
349.2096,23066,585
349.2371,35822,664
349.2375,543252,795
349.2424,2711382,1147
349.2425,22274875,944
349.2385,1425225,668
349.2389,3966860,799
349.2753,4936494,966
349.2779,13881,1041
349.353,12818,494
349.3559,12760,785
349.3934,1984506,932
349.3922,34157,1149
349.5266,199275,933
349.5258,83775,740
349.5337,608381,933
349.6664,29502,741
349.6692,104481,933
350.1039,334653,519
350.2055,147403,464
350.2094,118151,786
350.2259,117683,428
350.2453,15292197,936
350.2417,2257087,745
350.2455,385790,1146
350.2713,10149,787
350.2789,929450,965
350.3073,53195,1046
350.396,322594,933
350.3929,43248,740
350.5361,20134,741
350.5399,50269,933
350.9892,51528,776
351.0868,19200,469
351.1445,14505,393
351.1606,30368,465
