"mz","intensity","rt"
303.0852,3339,379
303.0867,8598,266
303.0876,3679,161
303.0889,331342,258
303.0892,3393,181
303.0908,19081,243
303.0923,8011,200
303.0939,3061,207
303.0942,4617,115
303.0951,3847,96
303.0954,2511,73
303.0964,4164,84
303.1,4199,67
303.1088,544468,123
303.1093,3793,37
303.1114,2144,366
303.1142,3916,315
303.1204,9380,234
303.1207,10271,270
303.1207,25209,195
303.1224,4471,296
303.1232,7584,329
303.1271,7668,312
303.1278,96671,399
303.1278,132942,410
303.1445,2980,127
303.1455,7270,87
303.156,3047,44
303.1589,4923,169
303.1602,4929,378
303.1605,4474,388
303.1618,18445,403
303.1627,3653,229
303.1636,381894,467
303.1636,259965,490
303.1636,589159,450
303.1637,6258,501
303.1639,407944,481
303.1646,3753,640
303.1652,3527,222
303.1658,4897,188
303.1703,5000,232
303.1717,3022,123
303.1737,3734,140
303.1796,37114,202
303.1797,19756,251
303.1797,14579,181
303.1804,25441,215
303.1819,11151,170
303.1826,65512,190
303.1956,282827,359
303.1957,63647,252
303.1959,606718,402
303.1966,31193,519
303.1967,757649,507
303.1967,3898,657
303.1969,38087,475
303.1971,7689,491
303.1977,7577,552
303.1982,3377,295
303.1993,57582,601
303.2153,94836,257
303.216,78577,279
303.216,3224,160
303.2161,277664,305
303.2162,39265,345
303.2162,31307,332
303.2165,120696,320
303.2166,5504,314
303.2167,7632,385
303.2168,4198,224
303.2169,21699,296
303.2169,4338,464
303.217,4611,325
303.2171,3174,182
303.218,19625,488
303.2187,10199,544
303.2241,3477,553
303.2243,193541,655
303.226,14994,555
303.2316,22968,559
303.2317,0,663
303.2318,6797,687
303.2319,7858,751
303.2321,0,670
303.2322,214008,679
303.2323,275581,589
303.2323,0,679
303.2323,25348,599
303.2324,7483,631
303.2324,4080,683
303.2325,5302,715
303.2326,10541,680
303.2327,28153,901
303.2327,303985,788
303.2327,19938,644
303.2327,27492,752
303.2328,344399,772
303.2328,2267788,685
303.2328,481605,579
303.2328,22855,582
303.2329,34946,891
303.233,0,681
303.233,65619,761
303.233,16842,907
303.2331,27399,745
303.2331,201978,817
303.2331,15843,876
303.2331,0,681
303.2331,64579,748
303.2331,154459,779
303.2331,0,684
303.2331,9378,732
303.2332,61189,740
303.2332,3500737,683
303.2332,6112,682
303.2332,430333,802
303.2333,1914897,678
303.2334,2235014,701
303.2335,15860,796
303.2336,44694,750
303.2356,2639090,682
303.236,10049180,690
303.236,12144127,687
303.2402,2895428,685
303.2505,3580,139
303.2507,8070,123
303.27,26857,733
303.2706,5334,498
303.3382,3307,359
303.3385,14898,403
303.339,16905,508
303.3759,1542614,686
303.3764,239309,703
303.5023,112141,703
303.5028,826751,685
303.6323,35487,702
303.6326,238225,686
303.9159,73770,417
303.916,443108,446
304.0507,44710,50
304.0578,9082,447
304.0725,15622,103
304.0728,13836,248
304.1064,5489,146
304.1103,18440,75
304.1198,45638,50
304.1203,4982,218
304.1209,1517729,114
304.1211,7328,185
304.1212,74808,202
304.1215,12889,254
304.1215,53550,125
304.1219,21936,166
304.122,9081,247
304.1222,44168,212
304.1222,71005,230
304.1339,9767,399
304.1571,383921,476
304.1573,4013,244
304.1574,151405,453
304.1579,361570,436
304.1591,9641,486
304.1593,502749,441
304.1593,167689,425
304.1594,9920,469
304.1595,899594,479
304.1595,223253,458
304.1596,243139,419
304.1597,11272,464
304.1838,3314,214
304.1902,22473,458
304.1915,4139,389
304.1918,23711,464
304.1918,22926,461
304.1919,3021,376
304.1922,23806,484
304.1922,8535,427
304.1923,34595,472
304.1936,18990,479
304.2037,4550,604
304.2197,9375,305
304.2282,4947,569
304.2285,8558,656
304.2336,10662,587
304.2351,1691,580
304.2351,6697,577
304.2364,7647,779
304.2365,8964,817
304.2366,11962588,685
304.2366,3251,583
304.2367,1216316,706
304.237,11666,789
304.2377,954678,699
304.2623,3745,833
304.2624,119635,823
304.2624,3890,854
304.2639,22510,117
304.2643,12968,846
304.2646,15131,873
304.2651,50317,612
304.2652,22671,618
304.2996,20656,439
304.3008,20483,480
304.3777,77706,684
304.3968,3857,117
304.5063,4635,700
304.5078,66317,686
304.9151,5217,90
304.9188,35013,446
304.9785,4343,96
304.9787,3218,122
305.0306,3581,120
305.0567,3983,216
305.0605,6752,234
305.0629,11155,56
305.066,60788,170
305.0679,8350,36
305.07,215542,270
305.0704,25796,285
305.0849,5216,463
305.0882,3210,423
305.099,3815,364
305.1019,3589,182
305.102,3974,259
305.1025,2810,150
305.1026,3461,328
305.1026,3783,135
305.1034,6314,403
305.1056,13097,352
305.1059,6406,276
305.1061,9252,296
305.1063,19399,242
305.1065,3472,190
305.1067,102627,200
305.1069,20061,235
305.1069,6116,568
305.1069,6852,216
305.1077,5146,169
305.1094,12217,94
305.1102,10088,78
305.1143,8509,231
305.1295,22669,312
305.1365,7499,238
305.137,5933,150
305.1417,81720,322
305.142,3215,362
305.1422,8942,413
305.1423,413218,462
305.1424,4706,423
305.1427,36005,522
305.1428,34093,505
305.1429,13758,286
305.1429,11136,394
305.1431,147523,454
305.1434,33750,346
305.1524,3463,106
305.158,9888,142
305.1619,15640,121
305.1627,57518,441
305.1655,28824,161
305.1687,3291,45
305.175,11202,584
305.1759,4274,425
305.1759,19320,352
305.1759,13517,317
305.1759,72783,331
305.176,236011,252
305.176,931819,325
305.176,4973,365
305.1761,15078,278
305.1764,39572,345
305.1764,386546,392
305.1765,48353,266
305.1768,243220,334
305.177,10440,320
305.1782,211153,447
305.1786,28503,296
305.1791,493491,485
305.1794,701421,474
305.1796,906699,464
305.1798,13634,518
305.1799,149054,531
305.18,132378,508
305.1873,40305,231
305.2004,55778,262
305.2105,7274,624
305.2105,5854,458
305.2114,23861,431
305.2115,46247,432
305.2117,4302,545
305.2117,6135,430
305.2117,167652,372
305.2118,390005,352
305.2118,305848,441
305.2118,167974,498
305.2119,12301,536
305.2119,24925,522
305.212,106792,515
305.2122,3278,432
305.2123,35834,428
305.2124,509047,297
305.2127,6721,559
305.2128,64096,433
305.2397,68023,684
305.24,3172,679
305.2429,22515,693
305.2439,10534,696
305.2463,141370,700
305.2472,0,704
305.2476,19028,787
305.2476,5932,771
305.2477,6040,606
305.2478,47622,814
305.2478,329587,607
305.2479,1995782,715
305.248,20208,607
305.248,14894,707
305.248,0,707
305.248,0,706
305.2481,10936,750
305.2481,34568,608
305.2484,0,676
305.2484,8338,598
305.2484,79135,606
305.2487,476771,607
305.2488,11396,639
305.2488,23330,603
305.2489,37437,607
305.249,15888,705
305.249,195732,619
305.2492,256241,714
305.2495,4493690,717
305.2495,55166,711
305.2499,9895403,713
305.2502,9727341,722
305.3209,11262,476
305.3211,14492,463
305.353,8570,300
305.3912,902603,717
305.5204,396151,717
305.6482,65962,722
305.9134,117701,446
306.0524,6266,77
306.0656,26239,64
306.102,8730,53
306.1029,899940,87
306.1033,2151890,136
306.1038,30293,188
306.1119,5711,203
306.1296,8419,371
306.1353,4461,207
306.1369,15346,176
306.1373,18796,275
306.1381,68206,148
306.1384,10627,310
306.1589,15659,441
306.1711,79858,211
306.1728,316119,477
306.173,3045,475
306.1731,85758,464
306.1735,99477,459
306.1741,567304,472
306.1746,11213,431
306.1748,2190,485
306.1751,4659268,493
306.1774,7266,249
306.1793,17389,405
306.1798,3957,325
306.1808,19120,395
306.1817,3825,296
306.1832,14757,531
306.2074,287622,406
306.2077,35687,529
306.2079,144755,379
306.2079,24151,522
306.2081,787892,509
306.2081,100973,518
306.2082,5333,466
306.2084,7933,453
306.2085,5124,497
306.212,22221,436
306.2129,6314,355
306.2427,14668,686
306.2433,8697,93
306.2448,47819,134
306.25,15588,698
306.2505,4624,618
306.251,3666,706
306.2515,30151,607
306.252,39451,713
306.2526,3043,815
306.2798,11277,860
306.2799,24819,831
306.28,185885,842
306.2801,47472,639
306.2801,167654,645
306.2802,18774,889
306.2805,2147,652
306.3165,9289,473
306.3176,168487,492
306.3753,30655,135
306.3942,48163,719
306.4454,77713,492
306.5755,20577,489
306.9152,7120,446
307.0463,3198,165
307.0472,5673,76
307.0721,9188,231
307.0729,4543,119
307.073,2518,82
307.0734,16124,186
307.0823,4353,52
307.0827,6215,355
307.0833,6395,36
307.0854,14326,289
307.0857,14034,206
307.0862,44435,74
307.0863,14758,42
307.0886,342143,93
307.0893,152229,136
307.0921,73366,81
307.0956,8424,160
307.0958,10029,173
307.0959,56024,83
307.0967,5373,492
307.0969,37322,188
307.1006,131499,180
307.1028,8987,142
307.1163,4279,262
307.1179,3481,112
307.1179,6946,153
307.1205,30059,187
307.1207,3988,266
307.1209,8624,318
307.1211,51801,135
307.1212,77434,244
307.1213,129289,229
307.1213,33560,256
307.1214,3503,553
307.1215,13486,293
307.1215,168406,177
307.1218,43057,198
307.122,45954,236
307.1222,242872,220
307.1226,72656,122
307.1352,3508,689
307.1401,139245,326
307.1428,16004,462
307.1546,194871,176
307.1547,26056,203
307.156,32592,369
307.1562,62158,343
307.1567,3704,536
307.1568,22572,286
307.1572,27839,404
307.1582,2386289,533
307.1583,103544,496
307.1583,87222,270
307.1585,277553,296
307.1587,332991,306
307.1587,78634,457
307.1589,2412052,504
307.159,6062319,542
307.1593,49649,670
307.1594,33424,530
307.1598,65640,143
307.1603,698095,316
307.1728,119302,330
307.1732,37307,341
307.1758,3504,356
307.1778,66906,377
307.1791,19903,350
307.1825,24331,458
307.1847,50902,347
307.1902,11455,319
307.1904,209050,268
307.1904,27456,205
307.1905,871794,355
307.1905,143530,283
307.1905,72968,633
307.1905,147852,405
307.1906,185846,416
307.1907,23409,488
307.1907,254753,278
307.1908,288335,352
307.1908,91640,378
307.1908,13296,330
307.1908,78853,439
307.1909,26763,464
307.1909,8276,256
307.191,80316,306
307.1911,27824,334
307.1911,311075,425
307.1911,17622,556
307.1912,600721,334
307.1912,295818,348
307.1913,149348,336
307.1913,6842,564
307.1913,2916526,273
307.1914,115763,338
307.1914,3866,450
307.1914,66313,364
307.1914,825923,345
307.1914,13244,548
307.1915,207708,387
307.1915,3660,502
307.1919,117670,537
307.192,290311,398
307.1923,25584,514
307.1923,279907,333
307.1926,12103,188
307.1933,267089,543
307.1941,20283,523
307.2094,10799,512
307.227,22752,552
307.2271,4876,556
307.2273,57279,560
307.2273,28753,565
307.2273,3580,537
307.2274,28650,568
307.2275,803798,588
307.2276,19808,493
307.2276,36777,573
307.2277,25116,598
307.2279,3491,596
307.2285,5620,612
307.2285,4063,672
307.2285,33491,602
307.2289,4771,457
307.2581,27775,721
307.2631,272773,738
307.2631,0,724
307.2633,19302,623
307.2635,6058,709
307.2638,26763,634
307.2638,12422,659
307.2638,7684,780
307.264,22454,732
307.264,57030,739
307.264,28250,628
307.264,5037,788
307.264,31626,670
307.2641,111906,747
307.2642,36707,771
307.2642,9806,795
307.2643,5037,817
307.2644,31510,735
307.2646,4797,730
307.2646,1761976,748
307.2646,0,733
307.2647,13772094,736
307.2648,891140,760
307.2658,2059903,746
307.2658,1490635,738
307.2662,3296378,742
307.2686,3205150,735
307.2823,10315,841
307.2833,19061,643
307.3009,5355,315
307.3013,205151,536
307.302,108273,543
307.302,24136,506
307.3332,33275,272
307.3335,15866,339
307.3339,19381,355
307.4056,14240,759
307.4076,677296,737
307.4309,44914,534
307.4314,67397,542
307.4657,6138,353
307.537,345172,737
307.5599,16361,533
307.6676,30546,735
307.9106,5175,445
308.078,4805,68
308.085,295122,131
308.0908,4018,214
308.0932,5836,349
308.1004,6027,150
308.1168,5185,65
308.1212,26249,179
308.1228,8841,141
308.1248,1928,254
308.1257,10317,360
308.1532,8260,181
308.1568,40264,361
308.1578,610044,325
308.1591,4118,448
308.1605,26626,500
308.1614,690898,534
308.1614,680228,543
308.1622,13568,519
308.1627,4393,463
308.163,3232,372
308.1705,8257,467
308.1932,5072,193
308.1943,17306,418
308.1945,22112,346
308.1952,23243,395
308.1986,28116,541
308.2049,10189,659
308.2138,10005,399
308.2233,6204,573
308.2244,40643,563
308.225,6210,567
308.2316,6659,594
308.258,2238,731
308.2674,36444,747
308.2674,21141,735
308.2676,3369,623
308.2676,3217,636
308.2677,16733,769
308.2955,7492,327
308.2956,50978,656
308.296,31451,676
308.296,2656,866
308.2962,3806,638
308.2962,168637,859
308.2963,26644,879
308.304,11755,533
308.4097,14026,735
309.0508,11527,162
309.0511,7917,251
309.0512,3898,68
309.0513,18924,48
309.0522,116415,65
309.0531,2462,72
309.0542,157154,139
309.0613,4178,36
309.0656,91042,496
309.0682,21129,46
309.0696,5724,416
309.0768,11084,334
309.0771,3153,464
309.0805,6206,95
309.0947,3497,93
309.095,4242,168
309.0965,9125,135
309.097,4645,149
309.0971,64239,69
309.0995,26094,182
309.101,18628,195
309.1015,125492,218
309.1015,9311,155
309.1015,162165,204
309.1019,124345,103
309.102,17920,79
309.102,131091,200
309.1022,183159,208
309.1023,9904,94
309.1025,169779,223
309.1025,14541,113
309.107,35454,44
309.1089,306079,239
309.1093,18617,192
309.1119,11721,171
309.112,18857,104
309.112,4526,529
309.1123,25639,258
309.1124,41123,223
309.1131,6945,158
309.1143,2844,299
309.1178,3068,135
309.1326,6345,227
309.1335,2437,154
309.1357,23693,273
309.1363,4727,289
309.1367,3949,456
309.1372,1355004,394
309.1377,1287084,386
309.1379,1256753,375
309.1381,318980,243
309.1382,3652127,390
309.1383,1020752,405
309.1383,78691,324
309.1566,8971,296
309.157,14891,315
309.1664,386738,533
309.1677,536902,543
309.1694,2607,187
309.1699,5262,213
309.1702,20542,333
309.1703,36908,168
309.1705,29938,131
309.1705,15591,317
309.1706,4408,298
309.1707,133370,362
309.1707,553220,373
309.1708,5262,489
309.1711,229007,254
309.1712,1540150,410
309.1716,12432,602
309.1717,270026,553
309.1723,661781,272
309.1726,0,542
309.1729,4039,615
309.1731,97751,545
309.1735,19599,241
309.1737,22143,596
309.1739,2443666,571
309.174,9160,524
309.1741,32890,608
309.1742,272128,515
309.1742,1084847,397
309.1742,13082,47
309.1748,318723,481
309.1774,2277384,415
309.1783,16242,489
309.1861,717819,419
309.1896,32022,495
309.19,22341,517
309.1908,410413,430
309.1932,16733,273
309.1986,138050,420
309.1993,4344,513
309.2032,6723,175
309.2033,7575,226
309.2034,7830,235
309.2036,9841,242
309.2039,177472,274
309.204,3605,302
309.2045,36324,269
309.2047,4518,594
309.205,729711,396
309.2053,27943,669
309.2056,15719,641
309.2058,163213,289
309.2062,12860,621
309.2063,194469,332
309.2064,1822928,388
309.2064,115523,470
309.2065,4249021,426
309.2065,101525,526
309.2065,3610974,351
309.2066,60201,484
309.2066,67367,296
309.2066,14721,679
309.2067,1145199,452
309.2067,633613,498
309.2067,4204899,367
309.2067,188553,340
309.2068,53002,314
309.2068,650054,393
309.2069,31259,517
309.2071,35591,214
309.2071,1309768,360
309.2073,22745,259
309.2074,4904,797
309.2074,1894228,373
309.2075,1944596,405
309.2075,4836,541
309.2076,2249,752
309.2147,3590,676
309.224,7714,563
309.2431,433424,587
309.2432,33780,579
309.2433,5703,603
309.2433,545658,627
309.2435,930329,575
309.2436,586898,638
309.2436,290863,618
309.2437,1647378,597
309.2437,638113,609
309.244,7478,622
309.2442,84328,576
309.2444,61632,649
309.2711,172643,737
309.2774,19229,393
309.2781,32226,390
309.2781,27385,386
309.2782,25814,395
309.2784,9399,405
309.2786,144057,750
309.2788,26189,388
309.2789,13487,385
309.279,0,765
309.2791,6660,760
309.2791,3736,770
309.2792,0,761
309.2793,3713,745
309.2794,120361,763
309.2795,36800,390
309.2795,158854,762
309.2795,13033,736
309.2796,44711,818
309.2797,2626,691
309.2798,3114,762
309.2801,0,754
309.2803,148084,788
309.2806,282335,774
309.2807,34237,381
309.2811,6695,715
309.2815,118441,391
309.2822,37118340,765
309.2963,78003,770
309.314,6764,374
309.3145,29548,394
309.3164,8205,566
309.3174,170124,413
309.3484,3887,452
309.3487,38634,353
309.3494,55809,367
309.3498,80631,427
309.3503,44209,373
309.3504,28509,392
309.3508,24146,361
309.3508,51498,408
309.3849,10662,596
309.4131,107931,388
309.4245,1668181,765
309.4448,10031,393
309.4461,64383,412
309.4805,7849,361
309.4805,18236,374
309.4805,25726,408
309.4806,19313,430
309.5389,21411,391
309.5523,709617,765
309.576,18488,415
309.6838,324461,764
310.049,10132,136
310.0541,4886,483
310.0682,15802,497
310.0837,3468,326
310.0904,2761,76
310.1018,9467,646
310.1053,4337,69
310.1163,13773,240
310.1331,10672,84
310.1401,3455,244
310.1416,752514,390
310.142,145782,381
310.1491,22865,322
310.1697,3637,506
310.1767,15890,546
310.177,26192,481
310.1774,31236,515
310.178,75981,569
310.1781,22984,499
310.1812,872858,418
310.197,54647,426
310.2,14311,232
310.2008,34217,215
310.2012,4277,229
310.2022,13961,230
310.2064,4694,230
310.2067,8771,313
310.2071,37998,294
310.2094,15795,429
310.2096,58518,367
310.2098,35754,451
310.2102,21704,434
310.2105,23477,348
310.2106,69784,425
310.2107,58791,397
310.2109,5313,501
310.211,30653,445
310.2112,4867,474
310.2114,12859,459
310.2119,286347,430
310.2373,4734,559
310.2385,3108,547
310.2388,452207,604
310.2399,503069,599
310.24,575445,606
310.2408,74571,605
310.2416,6431,575
310.2427,186289,603
310.2433,39428,589
310.2438,28638,604
310.2457,18772,622
310.246,5216,617
310.2464,21208,629
310.2734,3951,735
310.2824,4836,795
310.2833,3452316,764
310.3107,5136,872
310.3111,5692,658
310.3117,36573,881
310.3119,36485,667
310.3123,19054,677
310.3527,9874,407
310.4261,342610,764
310.4511,4065,416
310.5563,162492,764
310.7919,15796,18
311.0061,3374,116
311.0085,4387,82
311.0407,3887,30
311.0439,6985,136
311.0563,8771,157
311.0565,19872,433
311.0578,3165,141
311.0628,15312,497
311.0679,7593,88
311.08,7598,38
311.0817,17574,48
311.0889,5848,70
311.0911,9520,171
311.092,26625,115
311.0923,2829,342
311.0926,72848,299
311.1023,4759,651
311.1075,4909,79
311.111,10284,136
311.1128,8754,149
311.1159,98251,51
311.1166,158249,103
311.1172,31149,185
311.1174,10188,143
311.1176,620634,315
311.1178,26396,120
311.1273,7553,235
311.1278,210405,226
311.1279,3124,249
311.1283,139317,373
311.1285,220464,211
311.1287,20834,276
311.1288,3985,347
311.1289,19024,295
311.129,4734,178
311.1338,5444,183
311.1408,30985,201
311.1412,51184,190
311.1464,3693,91
311.1472,4926,75
311.149,3886,128
311.1495,3449,170
311.1501,3021,106
311.1526,271891,428
311.1529,1272706,299
311.1537,3271,727
311.154,10195,652
311.154,4463,688
311.154,23567,265
311.1541,2865241,287
311.1542,1218844,279
311.1543,2720099,295
311.1545,282492,282
311.1546,2365468,435
311.1554,3095,770
311.1557,11643678,419
311.156,8063157,441
311.1573,41503,567
311.1639,88325,581
311.1667,12810,299
311.1675,669257,588
311.1676,0,560
311.1677,378779,529
311.1677,125478,543
311.1678,304461,576
311.1678,12910,567
311.1679,0,581
311.1679,26423,586
311.1679,135057,572
311.1679,830000,564
311.168,488957,589
311.168,742525,578
311.1681,3426,581
311.1681,0,587
311.1681,5174,579
311.1681,29876,591
311.1682,2108111,587
311.1682,0,582
311.1682,5965,570
311.1683,699010,610
311.1683,9004,556
311.1683,30339,583
311.1683,327492,581
311.1684,109016,575
311.1684,122020,585
311.1685,2488238,580
311.1685,41701,590
311.1686,100082,537
311.1686,26671,627
311.1686,770434,617
311.1688,4111111,577
311.1689,22122,581
311.1689,58991,514
311.169,1290898,601
311.169,1003770,593
311.1756,2232471,443
311.1788,3570,254
311.1842,4881,485
311.1851,8016,96
311.186,220454,222
311.186,16857,313
311.1861,47861,239
311.1861,46903,198
311.1862,45647,345
311.1864,104887,273
311.1865,183593,334
311.1868,6983,230
311.1868,354599,358
311.1888,10825,320
311.1896,7172092,350
311.2048,405851,356
311.2061,16742,663
311.2145,3843,352
311.2217,4977,505
311.2218,413587,569
311.2219,323118,418
311.2219,12446,349
311.222,19170,283
311.2222,31262,334
311.2222,2356601,471
311.2223,923254,364
311.2223,38720,358
311.2227,894050,527
311.2227,3622,755
311.2227,745113,488
311.2227,27132,326
311.2228,1437082,442
311.2228,1565015,388
311.2228,999158,455
311.223,4479006,436
311.2231,18215,547
311.2232,18184014,464
311.2234,5011,709
311.2235,23532,659
311.224,224615,468
311.2366,7674,706
311.2547,3581,622
311.2557,15973,606
311.2578,1370899,603
311.2582,615366,600
311.2585,87559,624
311.2585,71982,598
311.2585,281897,648
311.2586,12329,516
311.2587,3810,626
311.2588,33382,633
311.2589,134631,611
311.259,3102297,638
311.259,104662,670
311.2591,10691,654
311.2591,1725242,618
311.2592,27424,684
311.2593,2082430,601
311.2593,151259,643
311.2594,51317,622
311.2594,16311,663
311.2594,34504,627
311.294,3721,692
311.2941,4380,791
311.2943,11678,788
311.2944,14758,793
311.2944,5134,852
311.2944,15094001,766
311.2944,3136,792
311.2945,0,748
311.2947,3070,866
311.2947,3360,792
311.2948,0,794
311.2951,20905,795
311.2951,0,791
311.2951,5423,754
311.2952,2059037,779
311.2952,0,793
311.2953,0,785
311.2955,200383,773
311.2955,20229,741
311.2955,53437,817
311.2957,194170,791
311.2957,50825,880
311.2958,3515,792
311.2958,39840,793
311.2961,1427267,792
311.2962,47964,410
311.2964,68237,802
311.2965,1054330,794
311.2967,550931,441
311.2968,493316,419
311.2969,8619,713
311.2972,83537,296
311.2978,31602551,793
311.2978,28262,279
311.2985,120195,286
311.2986,271164,415
311.2989,2159396,769
311.299,295872,434
311.3104,16331,577
311.3106,27503,589
311.311,19963,581
311.311,8801,527
311.3116,67892,587
311.3123,3491,606
311.3124,15251,557
311.3124,31508,579
311.3125,59274,577
311.3128,27140,600
311.3131,25207,617
311.3295,82056,350
311.3655,8855,380
311.3657,72828,435
311.3657,21973,366
311.3657,19232,387
311.3658,40693,394
311.3659,8197,449
311.3663,562713,464
311.3668,7356,400
311.3673,32760,442
311.4011,30482,617
311.4013,9511,645
311.4019,72405,601
311.4024,46105,637
311.4251,138195,434
311.4268,50139,286
311.4271,267579,441
311.4272,384651,419
311.4287,11269,279
311.4288,19084,294
311.4392,669416,767
311.44,1550301,793
311.4432,7629,617
311.4433,33067,582
311.4611,26586,352
311.4974,14122,442
311.4975,232958,463
311.4977,19619,450
311.4981,4371,394
311.4985,11117,437
311.5346,19751,600
311.5348,9719,617
311.5522,4622,398
311.5523,4018,405
311.5559,90888,441
311.5571,24133,286
311.5574,146221,419
311.5589,65461,434
311.5685,825655,793
311.5688,266228,767
311.6254,22258,465
311.7006,218088,792
311.7011,46928,767
311.9612,4786,32
312.0361,4565,40
312.0518,6542,551
312.0651,1708,251
312.0883,3961,105
312.0904,6557,174
312.0993,5309,114
312.1009,17660,104
312.1191,18126,81
312.1209,6544,316
312.1213,7163,48
312.1217,2394,120
312.1235,4588,496
312.1242,7814,238
312.132,40156,210
312.1321,11854,345
312.1324,29292,226
312.1555,266935,410
312.1563,1567734,434
312.1563,882615,441
312.1567,1997974,416
312.1575,2183085,420
312.1707,10231,590
312.1708,21244,587
312.1713,10025,583
312.1713,4700,564
312.1714,0,580
312.1718,56376,577
312.1719,35481,595
312.1719,3671,586
312.1742,13629,268
312.1891,8331,233
312.1896,3024,345
312.2186,8291,502
312.2235,2690,321
312.2247,905591,464
312.225,8658,413
312.2255,101229,393
312.2258,6631,366
312.2266,31797,530
312.2267,58366,570
312.2268,19081,514
312.2274,9538,485
312.2422,6214,509
312.2525,58338,599
312.2536,486681,635
312.2549,214492,587
312.2559,90091,614
312.2565,1081583,641
312.2569,4368,620
312.2593,49328,603
312.2594,415055,645
312.2597,15120,624
312.2605,40494,638
312.261,8096,653
312.2622,9545,672
312.2625,87340,618
312.2627,2011,662
312.2969,4389,406
312.2982,7058,801
312.2986,37379,786
312.2986,133744,766
312.299,5921,792
312.2991,3759,795
312.2995,101629,778
312.2996,0,781
312.3,22150,419
312.3692,17197,464
312.4306,4998,285
312.4313,21774,442
312.4313,18094,421
312.4428,77143,793
312.4429,68600,767
312.5008,6156,465
312.5541,7975,415
312.5542,10041,434
312.5734,43719,792
312.6986,3975,791
312.7873,3200,19
312.9725,50374,328
312.9726,31595,286
312.9732,5985,268
312.9735,16459,363
313.0169,7237,1
313.035,4902,325
313.0354,5466,123
313.0356,48013,144
313.0358,7170,400
313.0361,3948,133
313.0364,2731,41
313.056,14040,29
313.0715,4423,165
313.0717,2753,405
313.0717,447878,426
313.0718,3504,467
313.0719,992064,456
313.0737,16850,370
313.074,19267,183
313.0742,6585,217
313.0745,4750,320
313.0747,15828,385
313.0757,9787,344
313.0772,3449,876
313.0782,12137,759
313.0787,11361,473
313.0789,14547,530
313.0792,3459,687
313.0866,34534,82
313.0911,3148,136
313.0923,3056,179
313.1033,4406,383
313.1058,6608,356
313.107,3725,267
313.1071,4595,71
313.1073,3482,482
313.1079,5054,241
313.1087,3779,224
313.1127,3731,400
313.1187,12034,298
313.1224,7791,188
313.1258,24681,567
313.1302,5778,50
313.1306,26296,313
313.1312,6905,107
313.1323,3654,226
313.1328,5510,165
313.1328,25101,273
313.1332,60268,294
313.1371,27377,147
313.1383,5435,301
313.1432,8057,238
313.1433,19268,151
313.1437,38681,222
313.1439,6307,296
313.144,4027,341
313.144,9221,259
313.1441,17526,278
313.1448,24893,161
313.1487,4032,325
313.1511,1087118,418
313.1634,9855,169
313.1645,3524,45
313.165,14692,97
313.166,4088,225
313.1661,2505,203
313.1665,4795,261
313.1669,2274,516
313.1675,56157,576
313.1679,10381,209
313.1686,110482,595
313.1694,11448,198
313.1747,13743,182
313.1796,458098,495
313.1803,5472,615
313.1822,5923,390
313.1886,95979,351
313.1906,3180,331
313.1909,3352,667
313.191,3542,702
313.1948,6523,349
313.1977,21155,284
313.1996,4614,267
313.2002,7112,347
313.2004,104537,242
313.2017,225943,259
313.2019,13514,374
313.2071,3528,309
313.2228,5110,648
313.2327,4172,721
313.2342,1630,370
313.2364,6173,666
313.2366,52062,548
313.2371,1105390,418
313.2372,15830,448
313.2373,7043388,470
313.2373,17968,379
313.2373,1309239,482
313.2374,16402,502
313.2375,11487,587
313.2376,2621627,431
313.2376,9967850,441
313.2376,161256,427
313.2377,82924,400
313.2377,99554,696
313.2377,125019,391
313.2378,21403,568
313.2378,9262516,406
313.2378,5027942,373
313.2378,137640,533
313.2379,4874253,488
313.2379,9689568,456
313.2379,247636,477
313.238,70243,527
313.2383,715052,514
313.2384,4496,503
313.2384,41845,607
313.2385,2103,623
313.2386,5081792,506
313.2386,10230,375
313.2387,3243,619
313.2388,701879,519
313.2389,19655,494
313.2389,10940,327
313.239,6214,671
313.2393,21339,669
313.2394,23183,629
313.2406,2352,724
313.2409,4949,612
313.2447,9597,598
313.247,4905,559
313.2477,12267,611
313.2522,14092,654
313.2541,12825,724
313.2549,40452,676
313.2567,15072,601
313.2617,127848,643
313.2648,14908,702
313.2666,9565,607
313.2677,11484,638
313.2695,3510,600
313.2717,12381,633
313.2723,27198,631
313.2727,71473,613
313.2727,35004,617
313.2729,2677,628
313.2731,6637,595
313.2732,20256,649
313.2733,3304,663
313.2735,5279,656
313.2736,3993,575
313.2737,10904,606
313.2741,160938,653
313.2741,280718,700
313.2742,129443,658
313.2742,20772,678
313.2747,95441,661
313.2748,53083,692
313.2749,7033,688
313.2749,46149,637
313.2753,17230,713
313.2754,116674,667
313.3016,3882,779
313.3019,83190,767
313.3025,78150,791
313.3817,311151,442
313.3817,56084,432
313.3818,77340,373
313.3818,15379,482
313.3818,139296,506
313.382,135175,490
313.382,29482,421
313.3821,238737,456
313.3821,167654,470
313.3822,280088,404
313.3825,35680,518
313.5133,24177,375
313.5134,112321,457
313.5136,71019,469
313.5137,111805,443
313.5139,123754,404
313.514,56946,432
313.5143,47553,490
313.5152,37232,506
313.642,3728,433
313.6429,22230,442
314.0428,70443,400
314.0429,17361,198
314.043,4106,378
314.043,143177,325
314.0521,44562,43
